"date(UTC+0)","coin","amount","tag","comment"
"2023-10-15 00:00:07","USDT","-0.01302491851997265","FundingFee","ETH_USDT_PERP"
"2023-10-15 08:00:04","USDT","-0.007111963900132166","FundingFee","BTC_USDT_PERP"
"2023-10-15 08:00:07","USDT","-0.009769161528952","FundingFee","ETH_USDT_PERP"
"2023-10-15 16:00:05","USDT","-0.004458008844520539","FundingFee","BTC_USDT_PERP"
"2023-10-15 16:00:07","USDT","-0.006693354288892765","FundingFee","ETH_USDT_PERP"
"2023-10-16 00:00:07","USDT","-0.010656665786616","FundingFee","ETH_USDT_PERP"
"2023-10-16 08:00:05","USDT","0.003243827454003","FundingFee","BTC_USDT_PERP"
"2023-10-16 08:00:07","USDT","-0.00735978113068","FundingFee","ETH_USDT_PERP"
"2023-10-16 16:00:05","USDT","-0.00164278637698","FundingFee","BTC_USDT_PERP"
"2023-10-20 16:00:05","USDT","0.006257293738499636","FundingFee","BTC_USDT_PERP"
"2023-10-21 00:00:03","USDT","-0.000337594070414087","FundingFee","BTC_USDT_PERP"
"2023-10-21 08:00:05","USDT","0.004739417728040518","FundingFee","BTC_USDT_PERP"
"2023-10-22 00:00:06","USDT","0.002574765645107248","FundingFee","BTC_USDT_PERP"
"2023-10-22 08:00:06","USDT","0.00246924600373608","FundingFee","BTC_USDT_PERP"
"2023-10-22 16:00:05","USDT","0.002359381588725","FundingFee","BTC_USDT_PERP"
"2023-10-23 00:00:05","USDT","0.00537898751093","FundingFee","BTC_USDT_PERP"
"2023-10-25 00:00:04","USDT","0.015264585","FundingFee","BTC_USDT_PERP"
"2023-10-25 08:00:04","USDT","0.0142189925724","FundingFee","BTC_USDT_PERP"
"2023-10-25 16:00:07","USDT","0.019857204","FundingFee","BTC_USDT_PERP"
"2023-10-30 08:00:05","USDT","-0.0092339718201","FundingFee","BTC_USDT_PERP"
"2023-10-30 16:00:06","USDT","-0.0069329","FundingFee","BTC_USDT_PERP"
"2023-10-31 00:00:05","USDT","-0.0079311798334","FundingFee","BTC_USDT_PERP"
"2023-10-31 08:00:07","USDT","-0.0095621294608","FundingFee","BTC_USDT_PERP"
"2023-10-31 16:00:07","USDT","-0.0092571950763","FundingFee","BTC_USDT_PERP"
"2023-11-01 00:00:06","USDT","0.010048906","FundingFee","BTC_USDT_PERP"
"2023-11-01 08:00:07","USDT","0.008960276","FundingFee","BTC_USDT_PERP"
"2023-11-02 00:00:06","USDT","0.014529334","FundingFee","BTC_USDT_PERP"
"2023-11-02 08:00:06","USDT","0.0134076544788","FundingFee","BTC_USDT_PERP"
"2023-11-04 00:00:07","USDT","0.010410604407","FundingFee","BTC_USDT_PERP"
"2023-11-04 08:00:07","USDT","0.010775321","FundingFee","BTC_USDT_PERP"
"2023-11-04 16:00:07","USDT","0.01041297","FundingFee","BTC_USDT_PERP"
"2023-11-05 00:00:07","USDT","0.0122747140635","FundingFee","BTC_USDT_PERP"
"2023-11-05 08:00:08","USDT","-0.008793719155","FundingFee","BTC_USDT_PERP"
"2023-11-05 16:00:08","USDT","-0.01116608","FundingFee","BTC_USDT_PERP"
"2023-11-06 00:00:06","USDT","-0.009807168","FundingFee","BTC_USDT_PERP"
"2023-11-06 08:00:05","USDT","-0.011173888","FundingFee","BTC_USDT_PERP"
"2023-11-06 16:00:05","USDT","-0.0094748779593","FundingFee","BTC_USDT_PERP"
"2023-11-07 00:00:05","USDT","-0.009816072","FundingFee","BTC_USDT_PERP"
"2023-11-07 08:00:08","USDT","-0.010833632","FundingFee","BTC_USDT_PERP"
"2023-11-07 16:00:08","USDT","-0.012849430411","FundingFee","BTC_USDT_PERP"
"2023-11-08 00:00:08","USDT","0.01416292","FundingFee","BTC_USDT_PERP"
"2023-11-08 08:00:07","USDT","0.01339101","FundingFee","BTC_USDT_PERP"
"2023-11-08 16:00:08","USDT","-0.008455512","FundingFee","BTC_USDT_PERP"
"2023-11-10 00:00:06","USDT","0.005192318612385677","FundingFee","BTC_USDT_PERP"
"2023-11-10 08:00:03","USDT","0.0029183800064","FundingFee","BTC_USDT_PERP"
"2023-11-10 16:00:05","USDT","0.006676668","FundingFee","BTC_USDT_PERP"
"2023-11-11 00:00:05","USDT","0.0082113486356","FundingFee","BTC_USDT_PERP"
"2023-11-11 08:00:05","USDT","0.009273023201442","FundingFee","BTC_USDT_PERP"
"2023-11-11 16:00:03","USDT","0.010785857544","FundingFee","BTC_USDT_PERP"
"2023-11-12 00:00:07","USDT","-0.00550763132776","FundingFee","BTC_USDT_PERP"
"2023-11-12 08:00:06","USDT","-0.00652608135641","FundingFee","BTC_USDT_PERP"
"2023-11-12 16:00:05","USDT","-0.006747290391312","FundingFee","BTC_USDT_PERP"
"2023-11-13 00:00:08","USDT","-0.011283333970549982","FundingFee","BTC_USDT_PERP"
"2023-11-13 08:00:06","USDT","-0.005474501555988973","FundingFee","BTC_USDT_PERP"
"2023-11-13 16:00:08","USDT","-0.009278429855311008","FundingFee","BTC_USDT_PERP"
"2023-11-14 00:00:08","USDT","-0.017050291037766","FundingFee","BTC_USDT_PERP"
"2023-11-14 08:00:06","USDT","-0.012229232759436","FundingFee","BTC_USDT_PERP"
"2023-11-14 16:00:06","USDT","-0.019322466439880197","FundingFee","BTC_USDT_PERP"
"2023-11-15 00:00:03","USDT","0.002133726","FundingFee","BTC_USDT_PERP"
"2023-11-15 00:00:07","USDT","0.00059392374","FundingFee","ETH_USDT_PERP"
"2023-11-15 08:00:06","USDT","0.000991885","FundingFee","ETH_USDT_PERP"
"2023-11-15 08:00:07","USDT","0.0028476467232","FundingFee","BTC_USDT_PERP"
"2023-11-15 16:00:06","USDT","0.004246536","FundingFee","ETH_USDT_PERP"
"2023-11-16 00:00:07","USDT","-0.0333370332944","FundingFee","BTC_USDT_PERP"
"2023-11-16 00:00:08","USDT","0.00803127","FundingFee","ETH_USDT_PERP"
"2023-11-16 08:00:07","USDT","0.007875774867887586","FundingFee","ETH_USDT_PERP"
"2023-11-16 08:00:08","USDT","-0.060779208396948","FundingFee","BTC_USDT_PERP"
"2023-11-16 16:00:07","USDT","0.002195589","FundingFee","ETH_USDT_PERP"
"2023-11-16 16:00:08","USDT","-0.05698214928","FundingFee","BTC_USDT_PERP"
"2023-11-17 00:00:05","USDT","-0.000981065","FundingFee","ETH_USDT_PERP"
"2023-11-17 00:00:06","USDT","-0.0390678987456","FundingFee","BTC_USDT_PERP"
"2023-11-17 08:00:06","USDT","-0.000197082654","FundingFee","ETH_USDT_PERP"
"2023-11-17 08:00:07","USDT","-0.0387880466309","FundingFee","BTC_USDT_PERP"
"2023-11-17 16:00:04","USDT","-0.03966666","FundingFee","BTC_USDT_PERP"
"2023-11-17 16:00:05","USDT","-0.004797557075","FundingFee","ETH_USDT_PERP"
"2023-11-18 00:00:04","USDT","-0.03772066","FundingFee","BTC_USDT_PERP"
"2023-11-18 00:00:06","USDT","-0.0009807","FundingFee","ETH_USDT_PERP"
"2023-11-18 08:00:05","USDT","-0.038611961422","FundingFee","BTC_USDT_PERP"
"2023-11-18 08:00:07","USDT","-0.003292211738","FundingFee","ETH_USDT_PERP"
"2023-11-18 16:00:06","USDT","-0.001757809575","FundingFee","ETH_USDT_PERP"
"2023-11-18 16:00:06","USDT","-0.03777216","FundingFee","BTC_USDT_PERP"
"2023-11-19 00:00:05","USDT","-0.00098156004","FundingFee","ETH_USDT_PERP"
"2023-11-19 00:00:07","USDT","-0.0380422938376","FundingFee","BTC_USDT_PERP"
"2023-11-19 08:00:06","USDT","-0.037721381","FundingFee","BTC_USDT_PERP"
"2023-11-19 08:00:07","USDT","-0.000981164205","FundingFee","ETH_USDT_PERP"
"2023-11-19 16:00:04","USDT","-0.0380371612504","FundingFee","BTC_USDT_PERP"
"2023-11-19 16:00:07","USDT","-0.000590105202","FundingFee","ETH_USDT_PERP"
"2023-11-20 00:00:04","USDT","-0.0351310275276","FundingFee","BTC_USDT_PERP"
"2023-11-20 00:00:06","USDT","0.003823042288","FundingFee","ETH_USDT_PERP"
"2023-11-20 08:00:06","USDT","-0.0357692614656","FundingFee","BTC_USDT_PERP"
"2023-11-20 08:00:07","USDT","0.004241769","FundingFee","ETH_USDT_PERP"
"2023-11-20 16:00:01","USDT","-0.0348563433723","FundingFee","BTC_USDT_PERP"
"2023-11-20 16:00:04","USDT","0.006333957169","FundingFee","ETH_USDT_PERP"
"2023-11-21 00:00:01","USDT","-0.0348428051856","FundingFee","BTC_USDT_PERP"
"2023-11-21 00:00:04","USDT","0.004651646247","FundingFee","ETH_USDT_PERP"
"2023-11-21 08:00:03","USDT","-0.035430915","FundingFee","BTC_USDT_PERP"
"2023-11-21 08:00:04","USDT","0.00300730629","FundingFee","ETH_USDT_PERP"
"2023-11-21 16:00:02","USDT","-0.0366144662862","FundingFee","BTC_USDT_PERP"
"2023-11-21 16:00:03","USDT","0.00139225002","FundingFee","ETH_USDT_PERP"
"2023-11-22 00:00:01","USDT","-0.0403974646536","FundingFee","BTC_USDT_PERP"
"2023-11-22 00:00:04","USDT","-0.003286899","FundingFee","ETH_USDT_PERP"
"2023-11-22 08:00:03","USDT","0.001794691242","FundingFee","ETH_USDT_PERP"
"2023-11-22 08:00:04","USDT","-0.03826032","FundingFee","BTC_USDT_PERP"
"2023-11-22 16:00:03","USDT","0.005491746","FundingFee","ETH_USDT_PERP"
"2023-11-22 16:00:04","USDT","-0.038306422119","FundingFee","BTC_USDT_PERP"
"2023-11-23 00:00:01","USDT","-0.0014964372788","FundingFee","BTC_USDT_PERP"
"2023-11-23 00:00:03","USDT","0.008461956011","FundingFee","ETH_USDT_PERP"
"2023-11-23 08:00:02","USDT","-0.002242716","FundingFee","BTC_USDT_PERP"
"2023-11-23 08:00:04","USDT","0.008472486","FundingFee","ETH_USDT_PERP"
"2023-11-23 16:00:03","USDT","0.006331347","FundingFee","ETH_USDT_PERP"
"2023-11-23 16:00:04","USDT","-0.005912656","FundingFee","BTC_USDT_PERP"
"2023-11-24 00:00:03","USDT","0.008456435771","FundingFee","ETH_USDT_PERP"
"2023-11-24 00:00:04","USDT","-0.002983417132","FundingFee","BTC_USDT_PERP"
"2023-11-24 08:00:01","USDT","-0.000750558","FundingFee","BTC_USDT_PERP"
"2023-11-24 08:00:04","USDT","0.010193666","FundingFee","ETH_USDT_PERP"
"2023-11-24 16:00:03","USDT","0.019802495519815","FundingFee","ETH_USDT_PERP"
"2023-11-24 16:00:04","USDT","0.0057333","FundingFee","BTC_USDT_PERP"
"2023-11-25 00:00:03","USDT","0.009781019647","FundingFee","ETH_USDT_PERP"
"2023-11-25 08:00:02","USDT","0.010650754116","FundingFee","ETH_USDT_PERP"
"2023-11-25 16:00:02","USDT","0.009766647","FundingFee","ETH_USDT_PERP"
"2023-11-26 00:00:04","USDT","0.010206399434","FundingFee","ETH_USDT_PERP"
"2023-11-26 08:00:03","USDT","0.011073647326","FundingFee","ETH_USDT_PERP"
"2023-11-26 16:00:04","USDT","0.008465873233","FundingFee","ETH_USDT_PERP"
"2023-11-27 00:00:03","USDT","0.001497516","FundingFee","BTC_USDT_PERP"
"2023-11-27 00:00:04","USDT","0.008454036","FundingFee","ETH_USDT_PERP"
"2023-11-27 00:00:04","USDT","0.001237176","FundingFee","ETH_USDT_PERP"
"2023-11-27 08:00:03","USDT","0.006339857957","FundingFee","ETH_USDT_PERP"
"2023-11-27 08:00:03","USDT","-0.000409023094","FundingFee","ETH_USDT_PERP"
"2023-11-27 16:00:01","USDT","-0.003674630714","FundingFee","BTC_USDT_PERP"
"2023-11-27 16:00:04","USDT","-0.003604626","FundingFee","ETH_USDT_PERP"
"2023-11-28 00:00:04","USDT","-0.001621984","FundingFee","ETH_USDT_PERP"
"2023-11-28 08:00:03","USDT","-0.00148354","FundingFee","BTC_USDT_PERP"
"2023-11-28 08:00:04","USDT","-0.002417252148","FundingFee","ETH_USDT_PERP"
"2023-11-28 16:00:03","USDT","0.001500088","FundingFee","BTC_USDT_PERP"
"2023-11-28 16:00:04","USDT","-0.00081452","FundingFee","ETH_USDT_PERP"
"2023-11-29 00:00:05","USDT","0.00453744","FundingFee","BTC_USDT_PERP"
"2023-11-29 08:00:03","USDT","0.000822926932","FundingFee","ETH_USDT_PERP"
"2023-11-29 08:00:04","USDT","0.006857172","FundingFee","BTC_USDT_PERP"
"2023-11-29 16:00:03","USDT","-0.001218792","FundingFee","ETH_USDT_PERP"
"2023-11-30 00:00:04","USDT","-0.001622772392","FundingFee","ETH_USDT_PERP"
"2023-11-30 08:00:04","USDT","-0.000814204","FundingFee","ETH_USDT_PERP"
"2023-11-30 16:00:03","USDT","-0.000752278","FundingFee","BTC_USDT_PERP"
"2023-11-30 16:00:05","USDT","0.000813246376","FundingFee","ETH_USDT_PERP"
"2023-12-01 00:00:05","USDT","0.002462124","FundingFee","ETH_USDT_PERP"
"2023-12-01 08:00:05","USDT","0.0053535962242","FundingFee","BTC_USDT_PERP"
"2023-12-29 16:00:05","USDT","-0.009952323569955","FundingFee","ETH_USDT_PERP"
"2023-12-30 00:00:06","USDT","-0.008858142064863","FundingFee","ETH_USDT_PERP"
"2023-12-30 08:00:05","USDT","-0.010035852845489184","FundingFee","ETH_USDT_PERP"
"2023-12-30 16:00:06","USDT","-0.006810978523492","FundingFee","ETH_USDT_PERP"
"2023-12-31 00:00:06","USDT","-0.007564902261145575","FundingFee","ETH_USDT_PERP"
"2023-12-31 08:00:06","USDT","-0.00954922432752","FundingFee","ETH_USDT_PERP"
"2023-12-31 16:00:06","USDT","-0.010260144135038","FundingFee","ETH_USDT_PERP"
