"Type","Buy Amount","Buy Currency","Sell Amount","Sell Currency","Fee","Fee Currency","Exchange","Trade-Group","Comment","Date","Tx-ID"
"Staking","0.0004510602660102","USDT","","","","","Pionex","","staking profit","08/11/2024 17:00:00",""
"Staking","0.0004510607809192","USDT","","","","","Pionex","","staking profit","08/11/2024 18:00:00",""
"Staking","0.0004510612958287","USDT","","","","","Pionex","","staking profit","08/11/2024 19:00:00",""
"Staking","0.0004510618107389","USDT","","","","","Pionex","","staking profit","08/11/2024 20:00:00",""
"Staking","0.0004510623256496","USDT","","","","","Pionex","","staking profit","08/11/2024 21:00:00",""
"Staking","0.0004510628405610","USDT","","","","","Pionex","","staking profit","08/11/2024 22:00:00",""
"Staking","0.0004510633554729","USDT","","","","","Pionex","","staking profit","08/11/2024 23:00:00",""
"Staking","0.0004510638703854","USDT","","","","","Pionex","","staking profit","08/12/2024 00:00:00",""
"Staking","0.0004510643852985","USDT","","","","","Pionex","","staking profit","08/12/2024 01:00:00",""
"Staking","0.0004510649002122","USDT","","","","","Pionex","","staking profit","08/12/2024 02:00:00",""
"Staking","0.0004510654151264","USDT","","","","","Pionex","","staking profit","08/12/2024 03:00:00",""
"Staking","0.0004510659300413","USDT","","","","","Pionex","","staking profit","08/12/2024 04:00:00",""
"Staking","0.0004510664449567","USDT","","","","","Pionex","","staking profit","08/12/2024 05:00:00",""
"Staking","0.0004510669598728","USDT","","","","","Pionex","","staking profit","08/12/2024 06:00:00",""
"Staking","0.0004510674747894","USDT","","","","","Pionex","","staking profit","08/12/2024 07:00:00",""
"Staking","0.0004510679897066","USDT","","","","","Pionex","","staking profit","08/12/2024 08:00:00",""
"Staking","0.0004510685046244","USDT","","","","","Pionex","","staking profit","08/12/2024 09:00:00",""
"Staking","0.0004510690195428","USDT","","","","","Pionex","","staking profit","08/12/2024 10:00:00",""
"Staking","0.0004510695344617","USDT","","","","","Pionex","","staking profit","08/12/2024 11:00:00",""
"Staking","0.0004510700493813","USDT","","","","","Pionex","","staking profit","08/12/2024 12:00:00",""
"Staking","0.0004510705643015","USDT","","","","","Pionex","","staking profit","08/12/2024 13:00:00",""
"Staking","0.0004510710792222","USDT","","","","","Pionex","","staking profit","08/12/2024 14:00:00",""
"Staking","0.0004510715941435","USDT","","","","","Pionex","","staking profit","08/12/2024 15:00:00",""
"Staking","0.0004510721090654","USDT","","","","","Pionex","","staking profit","08/12/2024 16:00:00",""
"Staking","0.0004510726239879","USDT","","","","","Pionex","","staking profit","08/12/2024 17:00:00",""
"Staking","0.0004510731389110","USDT","","","","","Pionex","","staking profit","08/12/2024 18:00:00",""
"Staking","0.0004510736538347","USDT","","","","","Pionex","","staking profit","08/12/2024 19:00:00",""
"Staking","0.0004510741687589","USDT","","","","","Pionex","","staking profit","08/12/2024 20:00:00",""
"Staking","0.0004510746836838","USDT","","","","","Pionex","","staking profit","08/12/2024 21:00:00",""
"Staking","0.0004510751986092","USDT","","","","","Pionex","","staking profit","08/12/2024 22:00:00",""
"Staking","0.0004510757135353","USDT","","","","","Pionex","","staking profit","08/12/2024 23:00:00",""
"Staking","0.0004510762284619","USDT","","","","","Pionex","","staking profit","08/13/2024 00:00:00",""
"Staking","0.0004510767433891","USDT","","","","","Pionex","","staking profit","08/13/2024 01:00:00",""
"Staking","0.0004510772583169","USDT","","","","","Pionex","","staking profit","08/13/2024 02:00:00",""
"Staking","0.0004510777732452","USDT","","","","","Pionex","","staking profit","08/13/2024 03:00:00",""
"Staking","0.0006766174322613","USDT","","","","","Pionex","","staking profit","08/13/2024 04:00:00",""
"Staking","0.0006766185908528","USDT","","","","","Pionex","","staking profit","08/13/2024 05:00:00",""
"Staking","0.0006766197494463","USDT","","","","","Pionex","","staking profit","08/13/2024 06:00:00",""
"Staking","0.0006766209080417","USDT","","","","","Pionex","","staking profit","08/13/2024 07:00:00",""
"Staking","0.0006766220666392","USDT","","","","","Pionex","","staking profit","08/13/2024 08:00:00",""
"Staking","0.0006766232252386","USDT","","","","","Pionex","","staking profit","08/13/2024 09:00:00",""
"Staking","0.0006766243838400","USDT","","","","","Pionex","","staking profit","08/13/2024 10:00:00",""
"Staking","0.0006766255424434","USDT","","","","","Pionex","","staking profit","08/13/2024 11:00:00",""
"Staking","0.0006766267010488","USDT","","","","","Pionex","","staking profit","08/13/2024 12:00:00",""
"Staking","0.0006766278596562","USDT","","","","","Pionex","","staking profit","08/13/2024 13:00:00",""
"Staking","0.0006766290182655","USDT","","","","","Pionex","","staking profit","08/13/2024 14:00:00",""
"Staking","0.0006766301768769","USDT","","","","","Pionex","","staking profit","08/13/2024 15:00:00",""
"Staking","0.0006766313354902","USDT","","","","","Pionex","","staking profit","08/13/2024 16:00:00",""
"Staking","0.0006766324941055","USDT","","","","","Pionex","","staking profit","08/13/2024 17:00:00",""
"Staking","0.0006766336527228","USDT","","","","","Pionex","","staking profit","08/13/2024 18:00:00",""
"Staking","0.0006766348113420","USDT","","","","","Pionex","","staking profit","08/13/2024 19:00:00",""
"Staking","0.0006766359699633","USDT","","","","","Pionex","","staking profit","08/13/2024 20:00:00",""
"Staking","0.0006766371285865","USDT","","","","","Pionex","","staking profit","08/13/2024 21:00:00",""
"Staking","0.0006766382872117","USDT","","","","","Pionex","","staking profit","08/13/2024 22:00:00",""
"Staking","0.0006766394458389","USDT","","","","","Pionex","","staking profit","08/13/2024 23:00:00",""
"Staking","0.0006766406044681","USDT","","","","","Pionex","","staking profit","08/14/2024 00:00:00",""
"Staking","0.0006766417630993","USDT","","","","","Pionex","","staking profit","08/14/2024 01:00:00",""
"Staking","0.0006766429217325","USDT","","","","","Pionex","","staking profit","08/14/2024 02:00:00",""
"Staking","0.0006766440803676","USDT","","","","","Pionex","","staking profit","08/14/2024 03:00:00",""
"Staking","0.0007217549216050","USDT","","","","","Pionex","","staking profit","08/14/2024 04:00:00",""
"Staking","0.0007217562398789","USDT","","","","","Pionex","","staking profit","08/14/2024 05:00:00",""
"Staking","0.0007217575581551","USDT","","","","","Pionex","","staking profit","08/14/2024 06:00:00",""
"Staking","0.0007217588764337","USDT","","","","","Pionex","","staking profit","08/14/2024 07:00:00",""
"Staking","0.0007217601947148","USDT","","","","","Pionex","","staking profit","08/14/2024 08:00:00",""
"Staking","0.0007217615129983","USDT","","","","","Pionex","","staking profit","08/14/2024 09:00:00",""
"Staking","0.0007217628312841","USDT","","","","","Pionex","","staking profit","08/14/2024 10:00:00",""
"Staking","0.0007217641495724","USDT","","","","","Pionex","","staking profit","08/14/2024 11:00:00",""
"Staking","0.0007217654678631","USDT","","","","","Pionex","","staking profit","08/14/2024 12:00:00",""
"Staking","0.0007217667861562","USDT","","","","","Pionex","","staking profit","08/14/2024 13:00:00",""
"Staking","0.0007217681044517","USDT","","","","","Pionex","","staking profit","08/14/2024 14:00:00",""
"Staking","0.0007217694227496","USDT","","","","","Pionex","","staking profit","08/14/2024 15:00:00",""
"Staking","0.0007217707410499","USDT","","","","","Pionex","","staking profit","08/14/2024 16:00:00",""
"Staking","0.0007217720593526","USDT","","","","","Pionex","","staking profit","08/14/2024 17:00:00",""
"Staking","0.0007217733776578","USDT","","","","","Pionex","","staking profit","08/14/2024 18:00:00",""
"Staking","0.0007217746959653","USDT","","","","","Pionex","","staking profit","08/14/2024 19:00:00",""
"Staking","0.0007217760142752","USDT","","","","","Pionex","","staking profit","08/14/2024 20:00:00",""
"Staking","0.0007217773325876","USDT","","","","","Pionex","","staking profit","08/14/2024 21:00:00",""
"Staking","0.0007217786509024","USDT","","","","","Pionex","","staking profit","08/14/2024 22:00:00",""
"Staking","0.0007217799692195","USDT","","","","","Pionex","","staking profit","08/14/2024 23:00:00",""
"Staking","0.0007217812875391","USDT","","","","","Pionex","","staking profit","08/15/2024 00:00:00",""
"Staking","0.0007217826058611","USDT","","","","","Pionex","","staking profit","08/15/2024 01:00:00",""
"Staking","0.0007217839241855","USDT","","","","","Pionex","","staking profit","08/15/2024 02:00:00",""
"Staking","0.0007217852425123","USDT","","","","","Pionex","","staking profit","08/15/2024 03:00:00",""
"Staking","0.0007217865608415","USDT","","","","","Pionex","","staking profit","08/15/2024 04:00:00",""
"Staking","0.0007217878791731","USDT","","","","","Pionex","","staking profit","08/15/2024 05:00:00",""
"Staking","0.0007217891975071","USDT","","","","","Pionex","","staking profit","08/15/2024 06:00:00",""
"Staking","0.0007217905158436","USDT","","","","","Pionex","","staking profit","08/15/2024 07:00:00",""
"Staking","0.0007217918341824","USDT","","","","","Pionex","","staking profit","08/15/2024 08:00:00",""
"Staking","0.0007217931525237","USDT","","","","","Pionex","","staking profit","08/15/2024 09:00:00",""
"Staking","0.0007217944708673","USDT","","","","","Pionex","","staking profit","08/15/2024 10:00:00",""
"Staking","0.0007217957892134","USDT","","","","","Pionex","","staking profit","08/15/2024 11:00:00",""
"Staking","0.0007217971075619","USDT","","","","","Pionex","","staking profit","08/15/2024 12:00:00",""
"Staking","0.0007217984259128","USDT","","","","","Pionex","","staking profit","08/15/2024 13:00:00",""
"Staking","0.0007217997442660","USDT","","","","","Pionex","","staking profit","08/15/2024 14:00:00",""
"Staking","0.0007218010626217","USDT","","","","","Pionex","","staking profit","08/15/2024 15:00:00",""
"Staking","0.0007218023809798","USDT","","","","","Pionex","","staking profit","08/15/2024 16:00:00",""
"Staking","0.0007218036993404","USDT","","","","","Pionex","","staking profit","08/15/2024 17:00:00",""
"Staking","0.0007218050177033","USDT","","","","","Pionex","","staking profit","08/15/2024 18:00:00",""
"Staking","0.0007218063360686","USDT","","","","","Pionex","","staking profit","08/15/2024 19:00:00",""
"Staking","0.0007218076544363","USDT","","","","","Pionex","","staking profit","08/15/2024 20:00:00",""
"Staking","0.0007218089728065","USDT","","","","","Pionex","","staking profit","08/15/2024 21:00:00",""
"Staking","0.0007218102911790","USDT","","","","","Pionex","","staking profit","08/15/2024 22:00:00",""
"Staking","0.0007218116095540","USDT","","","","","Pionex","","staking profit","08/15/2024 23:00:00",""
"Staking","0.0007218129279314","USDT","","","","","Pionex","","staking profit","08/16/2024 00:00:00",""
"Staking","0.0007218142463111","USDT","","","","","Pionex","","staking profit","08/16/2024 01:00:00",""
"Staking","0.0007218155646933","USDT","","","","","Pionex","","staking profit","08/16/2024 02:00:00",""
"Staking","0.0007218168830779","USDT","","","","","Pionex","","staking profit","08/16/2024 03:00:00",""
"Staking","0.0007218182014649","USDT","","","","","Pionex","","staking profit","08/16/2024 04:00:00",""
"Staking","0.0007218195198543","USDT","","","","","Pionex","","staking profit","08/16/2024 05:00:00",""
"Staking","0.0006767070358558","USDT","","","","","Pionex","","staking profit","08/16/2024 06:00:00",""
"Staking","0.0006767081946007","USDT","","","","","Pionex","","staking profit","08/16/2024 07:00:00",""
"Staking","0.0006767093533476","USDT","","","","","Pionex","","staking profit","08/16/2024 08:00:00",""
"Staking","0.0006767105120965","USDT","","","","","Pionex","","staking profit","08/16/2024 09:00:00",""
"Staking","0.0006767116708474","USDT","","","","","Pionex","","staking profit","08/16/2024 10:00:00",""
"Staking","0.0006767128296002","USDT","","","","","Pionex","","staking profit","08/16/2024 11:00:00",""
"Staking","0.0005864854565744","USDT","","","","","Pionex","","staking profit","08/16/2024 12:00:00",""
"Staking","0.0005864863269295","USDT","","","","","Pionex","","staking profit","08/16/2024 13:00:00",""
"Staking","0.0005864871972860","USDT","","","","","Pionex","","staking profit","08/16/2024 14:00:00",""
"Staking","0.0005864880676437","USDT","","","","","Pionex","","staking profit","08/16/2024 15:00:00",""
"Staking","0.0005864889380027","USDT","","","","","Pionex","","staking profit","08/16/2024 16:00:00",""
"Staking","0.0005864898083630","USDT","","","","","Pionex","","staking profit","08/16/2024 17:00:00",""
"Staking","0.0005864906787246","USDT","","","","","Pionex","","staking profit","08/16/2024 18:00:00",""
"Staking","0.0005864915490874","USDT","","","","","Pionex","","staking profit","08/16/2024 19:00:00",""
"Staking","0.0005864924194516","USDT","","","","","Pionex","","staking profit","08/16/2024 20:00:00",""
"Staking","0.0005864932898171","USDT","","","","","Pionex","","staking profit","08/16/2024 21:00:00",""
"Staking","0.0005864941601838","USDT","","","","","Pionex","","staking profit","08/16/2024 22:00:00",""
"Staking","0.0005864950305519","USDT","","","","","Pionex","","staking profit","08/16/2024 23:00:00",""
"Staking","0.0005864959009212","USDT","","","","","Pionex","","staking profit","08/17/2024 00:00:00",""
"Staking","0.0005864967712918","USDT","","","","","Pionex","","staking profit","08/17/2024 01:00:00",""
"Staking","0.0005864976416638","USDT","","","","","Pionex","","staking profit","08/17/2024 02:00:00",""
"Staking","0.0005864985120370","USDT","","","","","Pionex","","staking profit","08/17/2024 03:00:00",""
"Staking","0.0005864993824115","USDT","","","","","Pionex","","staking profit","08/17/2024 04:00:00",""
"Staking","0.0005865002527873","USDT","","","","","Pionex","","staking profit","08/17/2024 05:00:00",""
"Staking","0.0005865011231644","USDT","","","","","Pionex","","staking profit","08/17/2024 06:00:00",""
"Staking","0.0005865019935427","USDT","","","","","Pionex","","staking profit","08/17/2024 07:00:00",""
"Staking","0.0005865028639224","USDT","","","","","Pionex","","staking profit","08/17/2024 08:00:00",""
"Staking","0.0005865037343034","USDT","","","","","Pionex","","staking profit","08/17/2024 09:00:00",""
"Staking","0.0005865046046856","USDT","","","","","Pionex","","staking profit","08/17/2024 10:00:00",""
"Staking","0.0005865054750692","USDT","","","","","Pionex","","staking profit","08/17/2024 11:00:00",""
"Staking","0.0005865063454540","USDT","","","","","Pionex","","staking profit","08/17/2024 12:00:00",""
"Staking","0.0005865072158401","USDT","","","","","Pionex","","staking profit","08/17/2024 13:00:00",""
"Staking","0.0005865080862276","USDT","","","","","Pionex","","staking profit","08/17/2024 14:00:00",""
"Staking","0.0005865089566163","USDT","","","","","Pionex","","staking profit","08/17/2024 15:00:00",""
"Staking","0.0005865098270063","USDT","","","","","Pionex","","staking profit","08/17/2024 16:00:00",""
"Staking","0.0005865106973976","USDT","","","","","Pionex","","staking profit","08/17/2024 17:00:00",""
"Staking","0.0005865115677902","USDT","","","","","Pionex","","staking profit","08/17/2024 18:00:00",""
"Staking","0.0005865124381840","USDT","","","","","Pionex","","staking profit","08/17/2024 19:00:00",""
"Staking","0.0005865133085792","USDT","","","","","Pionex","","staking profit","08/17/2024 20:00:00",""
"Staking","0.0005865141789757","USDT","","","","","Pionex","","staking profit","08/17/2024 21:00:00",""
"Staking","0.0005865150493734","USDT","","","","","Pionex","","staking profit","08/17/2024 22:00:00",""
"Staking","0.0005865159197725","USDT","","","","","Pionex","","staking profit","08/17/2024 23:00:00",""
"Staking","0.0005865167901728","USDT","","","","","Pionex","","staking profit","08/18/2024 00:00:00",""
"Staking","0.0005865176605744","USDT","","","","","Pionex","","staking profit","08/18/2024 01:00:00",""
"Staking","0.0005865185309774","USDT","","","","","Pionex","","staking profit","08/18/2024 02:00:00",""
"Staking","0.0005865194013816","USDT","","","","","Pionex","","staking profit","08/18/2024 03:00:00",""
"Staking","0.0005865202717871","USDT","","","","","Pionex","","staking profit","08/18/2024 04:00:00",""
"Staking","0.0005865211421939","USDT","","","","","Pionex","","staking profit","08/18/2024 05:00:00",""
"Staking","0.0005865220126020","USDT","","","","","Pionex","","staking profit","08/18/2024 06:00:00",""
"Staking","0.0005865228830113","USDT","","","","","Pionex","","staking profit","08/18/2024 07:00:00",""
"Staking","0.0005865237534220","USDT","","","","","Pionex","","staking profit","08/18/2024 08:00:00",""
"Staking","0.0005865246238340","USDT","","","","","Pionex","","staking profit","08/18/2024 09:00:00",""
"Staking","0.0005865254942472","USDT","","","","","Pionex","","staking profit","08/18/2024 10:00:00",""
"Staking","0.0005865263646618","USDT","","","","","Pionex","","staking profit","08/18/2024 11:00:00",""
"Staking","0.0005865272350776","USDT","","","","","Pionex","","staking profit","08/18/2024 12:00:00",""
"Staking","0.0005865281054947","USDT","","","","","Pionex","","staking profit","08/18/2024 13:00:00",""
"Staking","0.0005865289759132","USDT","","","","","Pionex","","staking profit","08/18/2024 14:00:00",""
"Staking","0.0005865298463329","USDT","","","","","Pionex","","staking profit","08/18/2024 15:00:00",""
"Staking","0.0005865307167539","USDT","","","","","Pionex","","staking profit","08/18/2024 16:00:00",""
"Staking","0.0005865315871762","USDT","","","","","Pionex","","staking profit","08/18/2024 17:00:00",""
"Staking","0.0005865324575998","USDT","","","","","Pionex","","staking profit","08/18/2024 18:00:00",""
"Staking","0.0005865333280246","USDT","","","","","Pionex","","staking profit","08/18/2024 19:00:00",""
"Staking","0.0005865341984508","USDT","","","","","Pionex","","staking profit","08/18/2024 20:00:00",""
"Staking","0.0005865350688783","USDT","","","","","Pionex","","staking profit","08/18/2024 21:00:00",""
"Staking","0.0005865359393070","USDT","","","","","Pionex","","staking profit","08/18/2024 22:00:00",""
"Staking","0.0005865368097371","USDT","","","","","Pionex","","staking profit","08/18/2024 23:00:00",""
"Staking","0.0005865376801684","USDT","","","","","Pionex","","staking profit","08/19/2024 00:00:00",""
"Staking","0.0005865385506010","USDT","","","","","Pionex","","staking profit","08/19/2024 01:00:00",""
"Staking","0.0006767762550403","USDT","","","","","Pionex","","staking profit","08/19/2024 02:00:00",""
"Staking","0.0006767774139038","USDT","","","","","Pionex","","staking profit","08/19/2024 03:00:00",""
"Staking","0.0006767785727692","USDT","","","","","Pionex","","staking profit","08/19/2024 04:00:00",""
"Staking","0.0006767797316367","USDT","","","","","Pionex","","staking profit","08/19/2024 05:00:00",""
"Staking","0.0006767808905061","USDT","","","","","Pionex","","staking profit","08/19/2024 06:00:00",""
"Staking","0.0006767820493774","USDT","","","","","Pionex","","staking profit","08/19/2024 07:00:00",""
"Staking","0.0006767832082508","USDT","","","","","Pionex","","staking profit","08/19/2024 08:00:00",""
"Staking","0.0006767843671262","USDT","","","","","Pionex","","staking profit","08/19/2024 09:00:00",""
"Staking","0.0006767855260035","USDT","","","","","Pionex","","staking profit","08/19/2024 10:00:00",""
"Staking","0.0006767866848828","USDT","","","","","Pionex","","staking profit","08/19/2024 11:00:00",""
"Staking","0.0006767878437642","USDT","","","","","Pionex","","staking profit","08/19/2024 12:00:00",""
"Staking","0.0006767890026474","USDT","","","","","Pionex","","staking profit","08/19/2024 13:00:00",""
"Staking","0.0006767901615327","USDT","","","","","Pionex","","staking profit","08/19/2024 14:00:00",""
"Staking","0.0006767913204200","USDT","","","","","Pionex","","staking profit","08/19/2024 15:00:00",""
"Staking","0.0006767924793092","USDT","","","","","Pionex","","staking profit","08/19/2024 16:00:00",""
"Staking","0.0006767936382005","USDT","","","","","Pionex","","staking profit","08/19/2024 17:00:00",""
"Staking","0.0006767947970937","USDT","","","","","Pionex","","staking profit","08/19/2024 18:00:00",""
"Staking","0.0006767959559889","USDT","","","","","Pionex","","staking profit","08/19/2024 19:00:00",""
"Staking","0.0006767971148861","USDT","","","","","Pionex","","staking profit","08/19/2024 20:00:00",""
"Staking","0.0006767982737852","USDT","","","","","Pionex","","staking profit","08/19/2024 21:00:00",""
"Staking","0.0006767994326864","USDT","","","","","Pionex","","staking profit","08/19/2024 22:00:00",""
"Staking","0.0006768005915895","USDT","","","","","Pionex","","staking profit","08/19/2024 23:00:00",""
"Staking","0.0006768017504946","USDT","","","","","Pionex","","staking profit","08/20/2024 00:00:00",""
"Staking","0.0006768029094018","USDT","","","","","Pionex","","staking profit","08/20/2024 01:00:00",""
"Staking","0.0006768040683108","USDT","","","","","Pionex","","staking profit","08/20/2024 02:00:00",""
"Staking","0.0006903413317664","USDT","","","","","Pionex","","staking profit","08/20/2024 03:00:00",""
"Staking","0.0006903425374995","USDT","","","","","Pionex","","staking profit","08/20/2024 04:00:00",""
"Staking","0.0006903437432348","USDT","","","","","Pionex","","staking profit","08/20/2024 05:00:00",""
"Staking","0.0006903449489721","USDT","","","","","Pionex","","staking profit","08/20/2024 06:00:00",""
"Staking","0.0006903461547116","USDT","","","","","Pionex","","staking profit","08/20/2024 07:00:00",""
"Staking","0.0006903473604532","USDT","","","","","Pionex","","staking profit","08/20/2024 08:00:00",""
"Staking","0.0006903485661968","USDT","","","","","Pionex","","staking profit","08/20/2024 09:00:00",""
"Staking","0.0006903497719426","USDT","","","","","Pionex","","staking profit","08/20/2024 10:00:00",""
"Staking","0.0006903509776905","USDT","","","","","Pionex","","staking profit","08/20/2024 11:00:00",""
"Staking","0.0006903521834405","USDT","","","","","Pionex","","staking profit","08/20/2024 12:00:00",""
"Staking","0.0006903533891926","USDT","","","","","Pionex","","staking profit","08/20/2024 13:00:00",""
"Staking","0.0006903545949468","USDT","","","","","Pionex","","staking profit","08/20/2024 14:00:00",""
"Staking","0.0006903558007031","USDT","","","","","Pionex","","staking profit","08/20/2024 15:00:00",""
"Staking","0.0006903570064615","USDT","","","","","Pionex","","staking profit","08/20/2024 16:00:00",""
"Staking","0.0006903582122221","USDT","","","","","Pionex","","staking profit","08/20/2024 17:00:00",""
"Staking","0.0006903594179847","USDT","","","","","Pionex","","staking profit","08/20/2024 18:00:00",""
"Staking","0.0006903606237494","USDT","","","","","Pionex","","staking profit","08/20/2024 19:00:00",""
"Staking","0.0006903618295163","USDT","","","","","Pionex","","staking profit","08/20/2024 20:00:00",""
"Staking","0.0006903630352852","USDT","","","","","Pionex","","staking profit","08/20/2024 21:00:00",""
"Staking","0.0006903642410563","USDT","","","","","Pionex","","staking profit","08/20/2024 22:00:00",""
"Staking","0.0006903654468294","USDT","","","","","Pionex","","staking profit","08/20/2024 23:00:00",""
"Staking","0.0006903666526047","USDT","","","","","Pionex","","staking profit","08/21/2024 00:00:00",""
"Staking","0.0006903678583821","USDT","","","","","Pionex","","staking profit","08/21/2024 01:00:00",""
"Staking","0.0006903690641616","USDT","","","","","Pionex","","staking profit","08/21/2024 02:00:00",""
"Staking","0.0006993947179163","USDT","","","","","Pionex","","staking profit","08/21/2024 03:00:00",""
"Staking","0.0006993959554297","USDT","","","","","Pionex","","staking profit","08/21/2024 04:00:00",""
"Staking","0.0006993971929454","USDT","","","","","Pionex","","staking profit","08/21/2024 05:00:00",""
"Staking","0.0006993984304633","USDT","","","","","Pionex","","staking profit","08/21/2024 06:00:00",""
"Staking","0.0006993996679833","USDT","","","","","Pionex","","staking profit","08/21/2024 07:00:00",""
"Staking","0.0006994009055056","USDT","","","","","Pionex","","staking profit","08/21/2024 08:00:00",""
"Staking","0.0006994021430300","USDT","","","","","Pionex","","staking profit","08/21/2024 09:00:00",""
"Staking","0.0006994033805566","USDT","","","","","Pionex","","staking profit","08/21/2024 10:00:00",""
"Staking","0.0006994046180855","USDT","","","","","Pionex","","staking profit","08/21/2024 11:00:00",""
"Staking","0.0006994058556165","USDT","","","","","Pionex","","staking profit","08/21/2024 12:00:00",""
"Staking","0.0006994070931496","USDT","","","","","Pionex","","staking profit","08/21/2024 13:00:00",""
"Staking","0.0006994083306850","USDT","","","","","Pionex","","staking profit","08/21/2024 14:00:00",""
"Staking","0.0006994095682226","USDT","","","","","Pionex","","staking profit","08/21/2024 15:00:00",""
"Staking","0.0006994108057624","USDT","","","","","Pionex","","staking profit","08/21/2024 16:00:00",""
"Staking","0.0006994120433043","USDT","","","","","Pionex","","staking profit","08/21/2024 17:00:00",""
"Staking","0.0006994132808485","USDT","","","","","Pionex","","staking profit","08/21/2024 18:00:00",""
"Staking","0.0006994145183948","USDT","","","","","Pionex","","staking profit","08/21/2024 19:00:00",""
"Staking","0.0006994157559433","USDT","","","","","Pionex","","staking profit","08/21/2024 20:00:00",""
"Staking","0.0006994169934940","USDT","","","","","Pionex","","staking profit","08/21/2024 21:00:00",""
"Staking","0.0006994182310469","USDT","","","","","Pionex","","staking profit","08/21/2024 22:00:00",""
"Staking","0.0006994194686020","USDT","","","","","Pionex","","staking profit","08/21/2024 23:00:00",""
"Staking","0.0006994207061593","USDT","","","","","Pionex","","staking profit","08/22/2024 00:00:00",""
"Staking","0.0006994219437187","USDT","","","","","Pionex","","staking profit","08/22/2024 01:00:00",""
"Staking","0.0006994231812804","USDT","","","","","Pionex","","staking profit","08/22/2024 02:00:00",""
"Staking","0.0006768623408170","USDT","","","","","Pionex","","staking profit","08/22/2024 03:00:00",""
"Staking","0.0006768634998279","USDT","","","","","Pionex","","staking profit","08/22/2024 04:00:00",""
"Staking","0.0006768646588407","USDT","","","","","Pionex","","staking profit","08/22/2024 05:00:00",""
