"Type","Buy Amount","Buy Currency","Sell Amount","Sell Currency","Fee","Fee Currency","Exchange","Trade-Group","Comment","Date","Tx-ID"
"Staking","0.0001206559726712","USDT","","","","","Pionex","","staking profit","09/09/2024 10:00:00",""
"Staking","0.0001220755350731","USDT","","","","","Pionex","","staking profit","09/09/2024 11:00:00",""
"Staking","0.0001228022442446","USDT","","","","","Pionex","","staking profit","09/09/2024 12:00:00",""
"Staking","0.0001230624932736","USDT","","","","","Pionex","","staking profit","09/09/2024 13:00:00",""
"Staking","0.0001232111450695","USDT","","","","","Pionex","","staking profit","09/09/2024 14:00:00",""
"Staking","0.0001235997780085","USDT","","","","","Pionex","","staking profit","09/09/2024 15:00:00",""
"Staking","0.0001224842504993","USDT","","","","","Pionex","","staking profit","09/09/2024 16:00:00",""
"Staking","0.0001206083733854","USDT","","","","","Pionex","","staking profit","09/09/2024 17:00:00",""
"Staking","0.0001210375734992","USDT","","","","","Pionex","","staking profit","09/09/2024 18:00:00",""
"Staking","0.0001204967260065","USDT","","","","","Pionex","","staking profit","09/09/2024 19:00:00",""
"Staking","0.0001215478568646","USDT","","","","","Pionex","","staking profit","09/09/2024 20:00:00",""
"Staking","0.0001219263663320","USDT","","","","","Pionex","","staking profit","09/09/2024 21:00:00",""
"Staking","0.0001217302677258","USDT","","","","","Pionex","","staking profit","09/09/2024 22:00:00",""
"Staking","0.0001217842735459","USDT","","","","","Pionex","","staking profit","09/09/2024 23:00:00",""
"Trade","28.11490786000000000000","USDT","0.00049400000000000000","BTC","0.01405747","USDT","Pionex","","","09/09/2024 23:54:08","s_59"
"Staking","0.0001215475997912","USDT","","","","","Pionex","","staking profit","09/10/2024 00:00:00",""
"Trade","0.00039000000000000000","BTC","22.24484717000000000000","USDT","0.00000030","BTC","Pionex","","","09/10/2024 00:47:25","s_59"
"Staking","0.0001240691002977","USDT","","","","","Pionex","","staking profit","09/10/2024 01:00:00",""
"Staking","0.0001251708624414","USDT","","","","","Pionex","","staking profit","09/10/2024 02:00:00",""
"Staking","0.0001191071640244","USDT","","","","","Pionex","","staking profit","09/10/2024 03:00:00",""
"Staking","0.0001187353478358","USDT","","","","","Pionex","","staking profit","09/10/2024 04:00:00",""
"Staking","0.0001182384327494","USDT","","","","","Pionex","","staking profit","09/10/2024 05:00:00",""
"Staking","0.0001159433491698","USDT","","","","","Pionex","","staking profit","09/10/2024 06:00:00",""
"Staking","0.0001166869311930","USDT","","","","","Pionex","","staking profit","09/10/2024 07:00:00",""
"Staking","0.0001164333683717","USDT","","","","","Pionex","","staking profit","09/10/2024 08:00:00",""
"Staking","0.0001166834835540","USDT","","","","","Pionex","","staking profit","09/10/2024 09:00:00",""
"Staking","0.0001167103957903","USDT","","","","","Pionex","","staking profit","09/10/2024 10:00:00",""
"Staking","0.0001169165638121","USDT","","","","","Pionex","","staking profit","09/10/2024 11:00:00",""
"Staking","0.0001168962404867","USDT","","","","","Pionex","","staking profit","09/10/2024 12:00:00",""
"Staking","0.0001169570668395","USDT","","","","","Pionex","","staking profit","09/10/2024 13:00:00",""
"Staking","0.0001168894205537","USDT","","","","","Pionex","","staking profit","09/10/2024 14:00:00",""
"Staking","0.0001174572184325","USDT","","","","","Pionex","","staking profit","09/10/2024 15:00:00",""
"Staking","0.0001168419397487","USDT","","","","","Pionex","","staking profit","09/10/2024 16:00:00",""
"Staking","0.0001170818506012","USDT","","","","","Pionex","","staking profit","09/10/2024 17:00:00",""
"Staking","0.0001170886065658","USDT","","","","","Pionex","","staking profit","09/10/2024 18:00:00",""
"Staking","0.0001166492077032","USDT","","","","","Pionex","","staking profit","09/10/2024 19:00:00",""
"Staking","0.0001166288832984","USDT","","","","","Pionex","","staking profit","09/10/2024 20:00:00",""
"Staking","0.0001166524217446","USDT","","","","","Pionex","","staking profit","09/10/2024 21:00:00",""
"Staking","0.0001164733425945","USDT","","","","","Pionex","","staking profit","09/10/2024 22:00:00",""
"Staking","0.0001162298954940","USDT","","","","","Pionex","","staking profit","09/10/2024 23:00:00",""
"Trade","20.07522816000000000000","USDT","0.00035100000000000000","BTC","0.01003759","USDT","Pionex","","","09/10/2024 23:46:56","s_59"
"Staking","0.0001160541020678","USDT","","","","","Pionex","","staking profit","09/11/2024 00:00:00",""
"Staking","0.0001159729554797","USDT","","","","","Pionex","","staking profit","09/11/2024 01:00:00",""
"Trade","0.00048300000000000000","BTC","27.41489711000000000000","USDT","0.00000037","BTC","Pionex","","","09/11/2024 01:37:01","s_59"
"Staking","0.0001149487912166","USDT","","","","","Pionex","","staking profit","09/11/2024 02:00:00",""
"Staking","0.0001136170597475","USDT","","","","","Pionex","","staking profit","09/11/2024 03:00:00",""
"Staking","0.0001139009147610","USDT","","","","","Pionex","","staking profit","09/11/2024 04:00:00",""
"Staking","0.0001124305779136","USDT","","","","","Pionex","","staking profit","09/11/2024 05:00:00",""
"Staking","0.0001132214132220","USDT","","","","","Pionex","","staking profit","09/11/2024 06:00:00",""
"Staking","0.0001124980490805","USDT","","","","","Pionex","","staking profit","09/11/2024 07:00:00",""
"Staking","0.0001130996761764","USDT","","","","","Pionex","","staking profit","09/11/2024 08:00:00",""
"Staking","0.0001141642544403","USDT","","","","","Pionex","","staking profit","09/11/2024 09:00:00",""
"Staking","0.0001142961043509","USDT","","","","","Pionex","","staking profit","09/11/2024 10:00:00",""
"Staking","0.0001146103316722","USDT","","","","","Pionex","","staking profit","09/11/2024 11:00:00",""
"Staking","0.0001145697556500","USDT","","","","","Pionex","","staking profit","09/11/2024 12:00:00",""
"Staking","0.0001143872054117","USDT","","","","","Pionex","","staking profit","09/11/2024 13:00:00",""
"Staking","0.0001146102456100","USDT","","","","","Pionex","","staking profit","09/11/2024 14:00:00",""
"Staking","0.0001131263921623","USDT","","","","","Pionex","","staking profit","09/11/2024 15:00:00",""
"Staking","0.0001143465396043","USDT","","","","","Pionex","","staking profit","09/11/2024 16:00:00",""
"Staking","0.0001144242316237","USDT","","","","","Pionex","","staking profit","09/11/2024 17:00:00",""
"Staking","0.0001146641441738","USDT","","","","","Pionex","","staking profit","09/11/2024 18:00:00",""
"Staking","0.0001141300717207","USDT","","","","","Pionex","","staking profit","09/11/2024 19:00:00",""
"Staking","0.0001134270278017","USDT","","","","","Pionex","","staking profit","09/11/2024 20:00:00",""
"Staking","0.0001129503978531","USDT","","","","","Pionex","","staking profit","09/11/2024 21:00:00",""
"Trade","35.49937495000000000000","USDT","0.00062400000000000000","BTC","0.01774967","USDT","Pionex","","","09/11/2024 21:30:54","s_59"
"Staking","0.0001129537673489","USDT","","","","","Pionex","","staking profit","09/11/2024 22:00:00",""
"Staking","0.0001129199340859","USDT","","","","","Pionex","","staking profit","09/11/2024 23:00:00",""
"Staking","0.0001128894748812","USDT","","","","","Pionex","","staking profit","09/12/2024 00:00:00",""
"Trade","0.00041600000000000000","BTC","24.07813525000000000000","USDT","0.00000032","BTC","Pionex","","","09/12/2024 00:24:22","s_59"
"Staking","0.0001139845325640","USDT","","","","","Pionex","","staking profit","09/12/2024 01:00:00",""
"Staking","0.0001148530898287","USDT","","","","","Pionex","","staking profit","09/12/2024 02:00:00",""
"Staking","0.0001151842840285","USDT","","","","","Pionex","","staking profit","09/12/2024 03:00:00",""
"Staking","0.0001152619798632","USDT","","","","","Pionex","","staking profit","09/12/2024 04:00:00",""
"Staking","0.0001147414846563","USDT","","","","","Pionex","","staking profit","09/12/2024 05:00:00",""
"Staking","0.0001159041275245","USDT","","","","","Pionex","","staking profit","09/12/2024 06:00:00",""
"Staking","0.0001158870874674","USDT","","","","","Pionex","","staking profit","09/12/2024 07:00:00",""
"Staking","0.0001164413339736","USDT","","","","","Pionex","","staking profit","09/12/2024 08:00:00",""
"Staking","0.0001158498932924","USDT","","","","","Pionex","","staking profit","09/12/2024 09:00:00",""
"Staking","0.0001159005112545","USDT","","","","","Pionex","","staking profit","09/12/2024 10:00:00",""
"Staking","0.0001159241353166","USDT","","","","","Pionex","","staking profit","09/12/2024 11:00:00",""
"Staking","0.0001159274273370","USDT","","","","","Pionex","","staking profit","09/12/2024 12:00:00",""
"Staking","0.0001160186236081","USDT","","","","","Pionex","","staking profit","09/12/2024 13:00:00",""
"Staking","0.0001160727031960","USDT","","","","","Pionex","","staking profit","09/12/2024 14:00:00",""
"Staking","0.0001163092540961","USDT","","","","","Pionex","","staking profit","09/12/2024 15:00:00",""
"Staking","0.0001165830098196","USDT","","","","","Pionex","","staking profit","09/12/2024 16:00:00",""
"Staking","0.0001172927433429","USDT","","","","","Pionex","","staking profit","09/12/2024 17:00:00",""
"Staking","0.0001172588357515","USDT","","","","","Pionex","","staking profit","09/12/2024 18:00:00",""
"Staking","0.0001165591510932","USDT","","","","","Pionex","","staking profit","09/12/2024 19:00:00",""
"Staking","0.0001159507426955","USDT","","","","","Pionex","","staking profit","09/12/2024 20:00:00",""
"Staking","0.0001155248042496","USDT","","","","","Pionex","","staking profit","09/12/2024 21:00:00",""
"Trade","21.89210335000000000000","USDT","0.00037700000000000000","BTC","0.01094608","USDT","Pionex","","","09/12/2024 21:41:07","s_59"
"Staking","0.0001154774802445","USDT","","","","","Pionex","","staking profit","09/12/2024 22:00:00",""
"Staking","0.0001155551792216","USDT","","","","","Pionex","","staking profit","09/12/2024 23:00:00",""
"Staking","0.0001156125460299","USDT","","","","","Pionex","","staking profit","09/13/2024 00:00:00",""
"Staking","0.0001176708960368","USDT","","","","","Pionex","","staking profit","09/13/2024 01:00:00",""
"Trade","0.00037700000000000000","BTC","22.22270362000000000000","USDT","0.00000029","BTC","Pionex","","","09/13/2024 01:56:24","s_59"
"Staking","0.0001186712689207","USDT","","","","","Pionex","","staking profit","09/13/2024 02:00:00",""
"Staking","0.0001163425480101","USDT","","","","","Pionex","","staking profit","09/13/2024 03:00:00",""
"Staking","0.0001158625299872","USDT","","","","","Pionex","","staking profit","09/13/2024 04:00:00",""
"Staking","0.0001160111789296","USDT","","","","","Pionex","","staking profit","09/13/2024 05:00:00",""
"Staking","0.0001161700381704","USDT","","","","","Pionex","","staking profit","09/13/2024 06:00:00",""
"Staking","0.0001171129633036","USDT","","","","","Pionex","","staking profit","09/13/2024 07:00:00",""
"Staking","0.0001184615100059","USDT","","","","","Pionex","","staking profit","09/13/2024 08:00:00",""
"Staking","0.0001185357584816","USDT","","","","","Pionex","","staking profit","09/13/2024 09:00:00",""
"Staking","0.0001186404632999","USDT","","","","","Pionex","","staking profit","09/13/2024 10:00:00",""
"Staking","0.0001185998967466","USDT","","","","","Pionex","","staking profit","09/13/2024 11:00:00",""
"Staking","0.0001187823862548","USDT","","","","","Pionex","","staking profit","09/13/2024 12:00:00",""
"Staking","0.0001208068673107","USDT","","","","","Pionex","","staking profit","09/13/2024 13:00:00",""
"Staking","0.0001220337000824","USDT","","","","","Pionex","","staking profit","09/13/2024 14:00:00",""
"Staking","0.0001225034590382","USDT","","","","","Pionex","","staking profit","09/13/2024 15:00:00",""
"Staking","0.0001218038546718","USDT","","","","","Pionex","","staking profit","09/13/2024 16:00:00",""
"Staking","0.0001256399045238","USDT","","","","","Pionex","","staking profit","09/13/2024 17:00:00",""
"Staking","0.0001261570060836","USDT","","","","","Pionex","","staking profit","09/13/2024 18:00:00",""
"Staking","0.0001255282733787","USDT","","","","","Pionex","","staking profit","09/13/2024 19:00:00",""
"Staking","0.0001253592401210","USDT","","","","","Pionex","","staking profit","09/13/2024 20:00:00",""
"Staking","0.0001241154017971","USDT","","","","","Pionex","","staking profit","09/13/2024 21:00:00",""
"Trade","12.24891681000000000000","USDT","0.00020800000000000000","BTC","0.00612447","USDT","Pionex","","","09/13/2024 21:31:48","s_59"
"Staking","0.0001245175108339","USDT","","","","","Pionex","","staking profit","09/13/2024 22:00:00",""
"Staking","0.0001246865247571","USDT","","","","","Pionex","","staking profit","09/13/2024 23:00:00",""
"Staking","0.0001229390179489","USDT","","","","","Pionex","","staking profit","09/14/2024 00:00:00",""
"Staking","0.0001237467534608","USDT","","","","","Pionex","","staking profit","09/14/2024 01:00:00",""
"Staking","0.0001233376924464","USDT","","","","","Pionex","","staking profit","09/14/2024 02:00:00",""
"Staking","0.0001229320904362","USDT","","","","","Pionex","","staking profit","09/14/2024 03:00:00",""
"Staking","0.0001225501078398","USDT","","","","","Pionex","","staking profit","09/14/2024 04:00:00",""
"Staking","0.0001220769256393","USDT","","","","","Pionex","","staking profit","09/14/2024 05:00:00",""
"Staking","0.0001218976683321","USDT","","","","","Pionex","","staking profit","09/14/2024 06:00:00",""
"Staking","0.0001223404431053","USDT","","","","","Pionex","","staking profit","09/14/2024 07:00:00",""
"Trade","0.00007800000000000000","BTC","4.65577086000000000000","USDT","0.00000006","BTC","Pionex","","","09/14/2024 07:35:17","s_59"
"Staking","0.0001225262384041","USDT","","","","","Pionex","","staking profit","09/14/2024 08:00:00",""
"Staking","0.0001231007956344","USDT","","","","","Pionex","","staking profit","09/14/2024 09:00:00",""
"Staking","0.0001247805532380","USDT","","","","","Pionex","","staking profit","09/14/2024 10:00:00",""
"Staking","0.0001262067972772","USDT","","","","","Pionex","","staking profit","09/14/2024 11:00:00",""
"Staking","0.0001261864141451","USDT","","","","","Pionex","","staking profit","09/14/2024 12:00:00",""
"Staking","0.0001266899489126","USDT","","","","","Pionex","","staking profit","09/14/2024 13:00:00",""
"Staking","0.0001268318913223","USDT","","","","","Pionex","","staking profit","09/14/2024 14:00:00",""
"Staking","0.0001271563194579","USDT","","","","","Pionex","","staking profit","09/14/2024 15:00:00",""
"Staking","0.0001268013396762","USDT","","","","","Pionex","","staking profit","09/14/2024 16:00:00",""
"Staking","0.0001263349112229","USDT","","","","","Pionex","","staking profit","09/14/2024 17:00:00",""
"Staking","0.0001259596801352","USDT","","","","","Pionex","","staking profit","09/14/2024 18:00:00",""
"Trade","7.02234403000000000000","USDT","0.00011700000000000000","BTC","0.00351117","USDT","Pionex","","","09/14/2024 18:16:33","s_59"
"Staking","0.0001237661609227","USDT","","","","","Pionex","","staking profit","09/14/2024 19:00:00",""
"Staking","0.0001236883151940","USDT","","","","","Pionex","","staking profit","09/14/2024 20:00:00",""
"Staking","0.0001226777009392","USDT","","","","","Pionex","","staking profit","09/14/2024 21:00:00",""
"Staking","0.0001223430369150","USDT","","","","","Pionex","","staking profit","09/14/2024 22:00:00",""
"Staking","0.0001216061894177","USDT","","","","","Pionex","","staking profit","09/14/2024 23:00:00",""
"Staking","0.0001213898047414","USDT","","","","","Pionex","","staking profit","09/15/2024 00:00:00",""
"Staking","0.0001209740580186","USDT","","","","","Pionex","","staking profit","09/15/2024 01:00:00",""
"Trade","0.00013000000000000000","BTC","7.75492900000000000000","USDT","0.00000010","BTC","Pionex","","","09/15/2024 01:18:20","s_59"
"Staking","0.0001210349074671","USDT","","","","","Pionex","","staking profit","09/15/2024 02:00:00",""
"Staking","0.0001214606478510","USDT","","","","","Pionex","","staking profit","09/15/2024 03:00:00",""
"Staking","0.0001207306273785","USDT","","","","","Pionex","","staking profit","09/15/2024 04:00:00",""
"Staking","0.0001199159782760","USDT","","","","","Pionex","","staking profit","09/15/2024 05:00:00",""
"Staking","0.0001195813876565","USDT","","","","","Pionex","","staking profit","09/15/2024 06:00:00",""
"Staking","0.0001198685931357","USDT","","","","","Pionex","","staking profit","09/15/2024 07:00:00",""
"Staking","0.0001208284777996","USDT","","","","","Pionex","","staking profit","09/15/2024 08:00:00",""
"Staking","0.0001208554079649","USDT","","","","","Pionex","","staking profit","09/15/2024 09:00:00",""
"Staking","0.0001209127966260","USDT","","","","","Pionex","","staking profit","09/15/2024 10:00:00",""
"Staking","0.0001205206643349","USDT","","","","","Pionex","","staking profit","09/15/2024 11:00:00",""
"Staking","0.0001204935990963","USDT","","","","","Pionex","","staking profit","09/15/2024 12:00:00",""
"Staking","0.0001203212500824","USDT","","","","","Pionex","","staking profit","09/15/2024 13:00:00",""
"Staking","0.0001202433910109","USDT","","","","","Pionex","","staking profit","09/15/2024 14:00:00",""
"Staking","0.0001214770689138","USDT","","","","","Pionex","","staking profit","09/15/2024 15:00:00",""
"Staking","0.0001211390167290","USDT","","","","","Pionex","","staking profit","09/15/2024 16:00:00",""
"Staking","0.0001211051173402","USDT","","","","","Pionex","","staking profit","09/15/2024 17:00:00",""
"Staking","0.0001203513700919","USDT","","","","","Pionex","","staking profit","09/15/2024 18:00:00",""
"Staking","0.0001196517009287","USDT","","","","","Pionex","","staking profit","09/15/2024 19:00:00",""
"Staking","0.0001197057119752","USDT","","","","","Pionex","","staking profit","09/15/2024 20:00:00",""
"Staking","0.0001195671053450","USDT","","","","","Pionex","","staking profit","09/15/2024 21:00:00",""
"Staking","0.0001191547136475","USDT","","","","","Pionex","","staking profit","09/15/2024 22:00:00",""
"Staking","0.0001192223087864","USDT","","","","","Pionex","","staking profit","09/15/2024 23:00:00",""
"Trade","11.65232367000000000000","USDT","0.00019500000000000000","BTC","0.00582615","USDT","Pionex","","","09/15/2024 23:32:06","s_59"
"Staking","0.0001194148555497","USDT","","","","","Pionex","","staking profit","09/16/2024 00:00:00",""
"Staking","0.0001197156541430","USDT","","","","","Pionex","","staking profit","09/16/2024 01:00:00",""
"Trade","0.00033800000000000000","BTC","19.63338598000000000000","USDT","0.00000026","BTC","Pionex","","","09/16/2024 01:23:25","s_59"
"Staking","0.0001200739111742","USDT","","","","","Pionex","","staking profit","09/16/2024 02:00:00",""
"Staking","0.0001195397676027","USDT","","","","","Pionex","","staking profit","09/16/2024 03:00:00",""
"Staking","0.0001193775357000","USDT","","","","","Pionex","","staking profit","09/16/2024 04:00:00",""
"Staking","0.0001190935524240","USDT","","","","","Pionex","","staking profit","09/16/2024 05:00:00",""
"Staking","0.0001187690707411","USDT","","","","","Pionex","","staking profit","09/16/2024 06:00:00",""
"Staking","0.0001211619622796","USDT","","","","","Pionex","","staking profit","09/16/2024 07:00:00",""
"Staking","0.0001208746085531","USDT","","","","","Pionex","","staking profit","09/16/2024 08:00:00",""
"Staking","0.0001206717092736","USDT","","","","","Pionex","","staking profit","09/16/2024 09:00:00",""
"Staking","0.0001202830232231","USDT","","","","","Pionex","","staking profit","09/16/2024 10:00:00",""
"Staking","0.0001251904072376","USDT","","","","","Pionex","","staking profit","09/16/2024 11:00:00",""
"Staking","0.0001254505591969","USDT","","","","","Pionex","","staking profit","09/16/2024 12:00:00",""
"Staking","0.0001253458020804","USDT","","","","","Pionex","","staking profit","09/16/2024 13:00:00",""
"Staking","0.0001252781672334","USDT","","","","","Pionex","","staking profit","09/16/2024 14:00:00",""
"Staking","0.0001263596097761","USDT","","","","","Pionex","","staking profit","09/16/2024 15:00:00",""
"Staking","0.0001274951412093","USDT","","","","","Pionex","","staking profit","09/16/2024 16:00:00",""
"Staking","0.0001291174306589","USDT","","","","","Pionex","","staking profit","09/16/2024 17:00:00",""
"Staking","0.0001298034316684","USDT","","","","","Pionex","","staking profit","09/16/2024 18:00:00",""
"Staking","0.0001308578981314","USDT","","","","","Pionex","","staking profit","09/16/2024 19:00:00",""
"Staking","0.0001303744844509","USDT","","","","","Pionex","","staking profit","09/16/2024 20:00:00",""
"Staking","0.0001300195717624","USDT","","","","","Pionex","","staking profit","09/16/2024 21:00:00",""
"Trade","22.75130130000000000000","USDT","0.00039000000000000000","BTC","0.01137564","USDT","Pionex","","","09/16/2024 21:01:48","s_59"
"Staking","0.0001317127554420","USDT","","","","","Pionex","","staking profit","09/16/2024 22:00:00",""
"Staking","0.0001338588701918","USDT","","","","","Pionex","","staking profit","09/16/2024 23:00:00",""
"Staking","0.0001344401011354","USDT","","","","","Pionex","","staking profit","09/17/2024 00:00:00",""
"Staking","0.0001349909614017","USDT","","","","","Pionex","","staking profit","09/17/2024 01:00:00",""
"Staking","0.0001344264737538","USDT","","","","","Pionex","","staking profit","09/17/2024 02:00:00",""
"Staking","0.0001336186459765","USDT","","","","","Pionex","","staking profit","09/17/2024 03:00:00",""
"Staking","0.0001330034417227","USDT","","","","","Pionex","","staking profit","09/17/2024 04:00:00",""
"Staking","0.0001333447982365","USDT","","","","","Pionex","","staking profit","09/17/2024 05:00:00",""
"Trade","0.00042900000000000000","BTC","25.75562912000000000000","USDT","0.00000033","BTC","Pionex","","","09/17/2024 05:53:56","s_59"
"Staking","0.0001339632438801","USDT","","","","","Pionex","","staking profit","09/17/2024 06:00:00",""
"Staking","0.0001334122471987","USDT","","","","","Pionex","","staking profit","09/17/2024 07:00:00",""
"Staking","0.0001336791859816","USDT","","","","","Pionex","","staking profit","09/17/2024 08:00:00",""
"Staking","0.0001337974570455","USDT","","","","","Pionex","","staking profit","09/17/2024 09:00:00",""
"Staking","0.0001336419278289","USDT","","","","","Pionex","","staking profit","09/17/2024 10:00:00",""
"Staking","0.0001331990967111","USDT","","","","","Pionex","","staking profit","09/17/2024 11:00:00",""
"Staking","0.0001336925029602","USDT","","","","","Pionex","","staking profit","09/17/2024 12:00:00",""
"Staking","0.0001342297859602","USDT","","","","","Pionex","","staking profit","09/17/2024 13:00:00",""
"Staking","0.0001341215928708","USDT","","","","","Pionex","","staking profit","09/17/2024 14:00:00",""
"Staking","0.0001340944844502","USDT","","","","","Pionex","","staking profit","09/17/2024 15:00:00",""
"Staking","0.0001385489661191","USDT","","","","","Pionex","","staking profit","09/17/2024 16:00:00",""
"Staking","0.0001430168852450","USDT","","","","","Pionex","","staking profit","09/17/2024 17:00:00",""
"Staking","0.0001439158475653","USDT","","","","","Pionex","","staking profit","09/17/2024 18:00:00",""
"Staking","0.0001453115415006","USDT","","","","","Pionex","","staking profit","09/17/2024 19:00:00",""
"Staking","0.0001444767294542","USDT","","","","","Pionex","","staking profit","09/17/2024 20:00:00",""
"Staking","0.0001439189209216","USDT","","","","","Pionex","","staking profit","09/17/2024 21:00:00",""
"Staking","0.0001439222229867","USDT","","","","","Pionex","","staking profit","09/17/2024 22:00:00",""
"Staking","0.0001432665353186","USDT","","","","","Pionex","","staking profit","09/17/2024 23:00:00",""
"Trade","24.18260364000000000000","USDT","0.00040300000000000000","BTC","0.01209127","USDT","Pionex","","","09/17/2024 23:02:41","s_59"
"Staking","0.0001416610834293","USDT","","","","","Pionex","","staking profit","09/18/2024 00:00:00",""
"Trade","0.00062400000000000000","BTC","37.57677092000000000000","USDT","0.00000048","BTC","Pionex","","","09/18/2024 00:45:17","s_59"
"Staking","0.0001422761191000","USDT","","","","","Pionex","","staking profit","09/18/2024 01:00:00",""
"Staking","0.0001420395292472","USDT","","","","","Pionex","","staking profit","09/18/2024 02:00:00",""
"Staking","0.0001419110253090","USDT","","","","","Pionex","","staking profit","09/18/2024 03:00:00",""
"Staking","0.0001421847548038","USDT","","","","","Pionex","","staking profit","09/18/2024 04:00:00",""
"Staking","0.0001438170671310","USDT","","","","","Pionex","","staking profit","09/18/2024 05:00:00",""
"Staking","0.0001434181331777","USDT","","","","","Pionex","","staking profit","09/18/2024 06:00:00",""
"Staking","0.0001441853191498","USDT","","","","","Pionex","","staking profit","09/18/2024 07:00:00",""
"Staking","0.0001426305589108","USDT","","","","","Pionex","","staking profit","09/18/2024 08:00:00",""
"Staking","0.0001439013211169","USDT","","","","","Pionex","","staking profit","09/18/2024 09:00:00",""
"Staking","0.0001437153598213","USDT","","","","","Pionex","","staking profit","09/18/2024 10:00:00",""
"Staking","0.0001461858396234","USDT","","","","","Pionex","","staking profit","09/18/2024 11:00:00",""
"Staking","0.0001509950041882","USDT","","","","","Pionex","","staking profit","09/18/2024 12:00:00",""
"Staking","0.0001510625470402","USDT","","","","","Pionex","","staking profit","09/18/2024 13:00:00",""
"Staking","0.0001503865313304","USDT","","","","","Pionex","","staking profit","09/18/2024 14:00:00",""
"Staking","0.0001505386226056","USDT","","","","","Pionex","","staking profit","09/18/2024 15:00:00",""
"Staking","0.0001499166038291","USDT","","","","","Pionex","","staking profit","09/18/2024 16:00:00",""
"Staking","0.0001509168857365","USDT","","","","","Pionex","","staking profit","09/18/2024 17:00:00",""
"Staking","0.0001513595864952","USDT","","","","","Pionex","","staking profit","09/18/2024 18:00:00",""
"Staking","0.0001524748055108","USDT","","","","","Pionex","","staking profit","09/18/2024 19:00:00",""
"Staking","0.0001508795395070","USDT","","","","","Pionex","","staking profit","09/18/2024 20:00:00",""
"Staking","0.0001487535880696","USDT","","","","","Pionex","","staking profit","09/18/2024 21:00:00",""
"Staking","0.0001479086220510","USDT","","","","","Pionex","","staking profit","09/18/2024 22:00:00",""
"Trade","41.55889985000000000000","USDT","0.00068900000000000000","BTC","0.02077942","USDT","Pionex","","","09/18/2024 22:44:31","s_59"
"Staking","0.0001481282090459","USDT","","","","","Pionex","","staking profit","09/18/2024 23:00:00",""
"Staking","0.0001481349026248","USDT","","","","","Pionex","","staking profit","09/19/2024 00:00:00",""
"Trade","0.00048100000000000000","BTC","30.16312403000000000000","USDT","0.00000037","BTC","Pionex","","","09/19/2024 00:02:01","s_59"
"Staking","0.0001511934390960","USDT","","","","","Pionex","","staking profit","09/19/2024 01:00:00",""
"Staking","0.0001549347307057","USDT","","","","","Pionex","","staking profit","09/19/2024 02:00:00",""
"Staking","0.0001569962438823","USDT","","","","","Pionex","","staking profit","09/19/2024 03:00:00",""
"Staking","0.0001582973141891","USDT","","","","","Pionex","","staking profit","09/19/2024 04:00:00",""
"Staking","0.0001604839051008","USDT","","","","","Pionex","","staking profit","09/19/2024 05:00:00",""
"Staking","0.0001620384817535","USDT","","","","","Pionex","","staking profit","09/19/2024 06:00:00",""
"Staking","0.0001612001320436","USDT","","","","","Pionex","","staking profit","09/19/2024 07:00:00",""
"Staking","0.0001636773638621","USDT","","","","","Pionex","","staking profit","09/19/2024 08:00:00",""
"Staking","0.0001632785754835","USDT","","","","","Pionex","","staking profit","09/19/2024 09:00:00",""
"Staking","0.0001634102149406","USDT","","","","","Pionex","","staking profit","09/19/2024 10:00:00",""
"Staking","0.0001634946019218","USDT","","","","","Pionex","","staking profit","09/19/2024 11:00:00",""
"Staking","0.0001637040465948","USDT","","","","","Pionex","","staking profit","09/19/2024 12:00:00",""
"Staking","0.0001625346588687","USDT","","","","","Pionex","","staking profit","09/19/2024 13:00:00",""
"Staking","0.0001632612073504","USDT","","","","","Pionex","","staking profit","09/19/2024 14:00:00",""
"Staking","0.0001643527220368","USDT","","","","","Pionex","","staking profit","09/19/2024 15:00:00",""
"Staking","0.0001644067365296","USDT","","","","","Pionex","","staking profit","09/19/2024 16:00:00",""
"Staking","0.0001651975146844","USDT","","","","","Pionex","","staking profit","09/19/2024 17:00:00",""
"Staking","0.0001661774872516","USDT","","","","","Pionex","","staking profit","09/19/2024 18:00:00",""
"Staking","0.0001664443267880","USDT","","","","","Pionex","","staking profit","09/19/2024 19:00:00",""
"Staking","0.0001653053109400","USDT","","","","","Pionex","","staking profit","09/19/2024 20:00:00",""
"Staking","0.0001632470779925","USDT","","","","","Pionex","","staking profit","09/19/2024 21:00:00",""
"Staking","0.0001630880971822","USDT","","","","","Pionex","","staking profit","09/19/2024 22:00:00",""
"Trade","28.60182130000000000000","USDT","0.00045500000000000000","BTC","0.01430092","USDT","Pionex","","","09/19/2024 22:38:39","s_59"
"Staking","0.0001630339235216","USDT","","","","","Pionex","","staking profit","09/19/2024 23:00:00",""
"Staking","0.0001629020303144","USDT","","","","","Pionex","","staking profit","09/20/2024 00:00:00",""
"Trade","0.00039000000000000000","BTC","24.60829553000000000000","USDT","0.00000030","BTC","Pionex","","","09/20/2024 00:40:22","s_59"
"Staking","0.0001660720840508","USDT","","","","","Pionex","","staking profit","09/20/2024 01:00:00",""
"Staking","0.0001717125664406","USDT","","","","","Pionex","","staking profit","09/20/2024 02:00:00",""
"Staking","0.0001723647450219","USDT","","","","","Pionex","","staking profit","09/20/2024 03:00:00",""
"Staking","0.0001727228387667","USDT","","","","","Pionex","","staking profit","09/20/2024 04:00:00",""
