"date(UTC+0)","Received Quantity","Received Currency","Sent Quantity","Sent Currency","tag"
"2025-01-03 02:00:00","0.0001515469261071","USDT","","","issued_profit"
"2025-01-03 03:00:00","0.000151638483544","USDT","","","issued_profit"
"2025-01-03 04:00:00","0.0001513265733308","USDT","","","issued_profit"
"2025-01-03 05:00:00","0.0001510754111975","USDT","","","issued_profit"
"2025-01-03 06:00:00","0.0001503654337446","USDT","","","issued_profit"
"2025-01-03 07:00:00","0.000150004988194","USDT","","","issued_profit"
"2025-01-03 08:00:00","0.0001488429628054","USDT","","","issued_profit"
"2025-01-03 09:00:00","0.0001481627324776","USDT","","","issued_profit"
"2025-01-03 10:00:00","0.0001475283392034","USDT","","","issued_profit"
"2025-01-03 11:00:00","0.0001471003894335","USDT","","","issued_profit"
"2025-01-03 12:00:00","0.0001474456501671","USDT","","","issued_profit"
"2025-01-03 13:00:00","0.0001477383177383","USDT","","","issued_profit"
"2025-01-03 14:00:00","0.0001471309105785","USDT","","","issued_profit"
"2025-01-03 15:00:00","0.0001468311754907","USDT","","","issued_profit"
"2025-01-03 16:00:00","0.0001473491445262","USDT","","","issued_profit"
"2025-01-03 17:00:00","0.0001480276959564","USDT","","","issued_profit"
"2025-01-03 18:00:00","0.000147831862957","USDT","","","issued_profit"
"2025-01-03 19:00:00","0.0001465983800496","USDT","","","issued_profit"
"2025-01-03 20:00:00","0.0001462527484344","USDT","","","issued_profit"
"2025-01-03 21:00:00","0.0001459638257863","USDT","","","issued_profit"
"2025-01-03 22:00:00","0.0001461012573758","USDT","","","issued_profit"
"2025-01-03 23:00:00","0.0001462022994418","USDT","","","issued_profit"
"2025-01-04 00:00:00","0.0001522256875675","USDT","","","issued_profit"
"2025-01-04 01:00:00","0.0001534507171399","USDT","","","issued_profit"
"2025-01-04 02:00:00","0.0001479289683538","USDT","","","issued_profit"
"2025-01-04 03:00:00","0.0001483713779146","USDT","","","issued_profit"
"2025-01-04 04:00:00","0.0001486747996687","USDT","","","issued_profit"
"2025-01-04 05:00:00","0.0001492427133654","USDT","","","issued_profit"
